Year,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18
1986,-0.16748332038919242,-0.251957111497417,-0.09471712495281283,-0.2357288266571766,0.10059037464899596,-0.04148833585335179,-0.004137022717728325,0.02223683328515519,-0.0032237228220840615,0.01220389109184205,-0.002722688814687353,0.001535287638536272,0.0035034399346091554,0.002021408353343447,-0.0010177440528369769,0.00024017232075980533,-6.298948792474565e-05,1.0147467747292795e-05
1987,-1.0083105569509263,-0.030694177799637318,0.03140617674514372,0.1968249369797304,-0.10112737643963314,-0.0021628822168694483,-0.004788096042879697,-0.008857272233743592,-0.00010784358127696573,-0.008233236472476861,0.001517384683929303,0.00028709551471308836,-0.00280030105641549,0.0036249135247419647,-0.00046095048985981017,-0.0005931218411224699,-0.0003911385013533482,0.00021335069253816967
1988,-0.6912434195581462,-0.30440083856117484,-0.0016134478038258154,-0.0863449393892007,0.04061172709439033,0.11176357317836323,-0.0007283238206554654,0.0030576394895612414,0.005210080116232857,0.001963499242397593,-0.00337911290742611,-0.012490870840841248,-0.0007732952996394706,-0.002479758693859004,0.00024357536660643932,0.0006348885634236058,-0.0003295784988682132,0.00012907469950491392
1989,-0.21728433134600944,-0.48751601027865477,-0.19711183467600774,-0.018347189484367116,0.055963876514489204,0.1383445351763052,0.005970781300937797,0.019590693189947512,0.00657876180702057,0.008420767522302955,-0.0011213004814016679,0.00240081582384281,0.0014915329751147646,0.0016332522939347697,-0.0002135921437332289,-7.244515730231308e-05,-0.00017949936020321967,-0.00026122718845098696
1990,0.001209893597815176,0.33729727517157365,-0.010332575201720318,0.09162158780197815,0.013403148310384368,0.0124205612460649,0.0016191996986895257,0.00831981249327173,-0.011859668126268237,-0.007119051720690601,0.002941868264705684,0.0036148849093166117,-0.0003170373204859132,-0.0012755524812962462,-0.0007242716551159436,-0.000471668291067112,-6.316130718919002e-05,2.3983276221839588e-05
1991,0.6656339471459638,0.021833610467811168,0.3673648203249264,-0.007211556322255855,0.12079020302046828,-0.06882669222972812,0.008862228199994347,0.01315740332954863,-0.011469969146159036,-0.011048479218744502,0.008271404937983106,0.005052230657554253,0.0008964930678384965,0.0020506069193301432,-0.0003753487779923299,-0.00013969872970846477,-3.6467745489448806e-05,-0.00013170165984677836
1992,1.51063042229777,0.2207011337706839,0.0808024636475694,-0.17880675701227325,0.18539770079211387,0.023503699536494366,0.022668784399395337,-0.0049774622696590895,-0.0027333681716404878,-0.008581605476792506,0.0018249674588225375,-0.00501391582266224,-0.0005693636995380729,-0.0008515783483658628,0.000516257758769094,-0.0005475190691690599,-0.00027712643583838577,0.000272888510781754
1993,-0.9377190762428546,0.4739526110700701,-0.37767777262528335,0.2585938530197469,0.06961381132991569,-0.09399672279135508,-0.01113372624949266,-0.0015379673457767854,-0.002567640805037923,0.004639614900575623,-0.003261656369651613,0.00033055966309785746,0.007192542172832,-0.00033362344667080355,0.00028606877715326844,-0.00021268350713991106,-0.00018867255179777376,-0.00025716877948269107
1994,0.21683871775432167,0.3988282514283312,0.008112810167943449,0.024405431488985593,-0.06520085835942747,0.025411091799740382,0.005469630156224143,-0.00815812827135733,-0.001949269345486436,0.003150052063550664,-0.004865611670225453,0.0021559013002156605,0.004573173040625338,0.0008947081426567934,-0.0013135700984893825,0.0003922029216225209,-0.0004969819758290431,-0.0004906133590477317
1995,-0.03554435439324499,-0.10364482578899889,0.23264816290168586,0.19108817260253658,0.05462221277075729,-0.13971593234062132,0.001007756623154246,0.003562967013528371,0.003139638923168151,0.0023874358589957233,-0.009396344926595912,0.0055243272276835585,-0.005636153684310363,0.00041243537304779703,0.0005178161026072127,-7.177040820716443e-05,-0.00041763147546472094,-9.704470459612836e-05
1996,-0.42734770089777324,-0.502750864315298,0.22087067331270208,0.11831094280424337,0.03413203350680141,-0.016123998250650518,0.0039404515611994,-0.017978455197188804,0.009027295431122165,0.0011841438353594894,0.0032168428317436645,0.0074629994409627955,0.008850441756548475,0.00047133404413510747,-0.0001416119831751732,-0.00034213887050905354,-6.393292625798897e-05,0.00017685636419036003
1997,-0.9265086892392551,1.0978889156193057,-0.23759756537257182,0.11466084586495368,0.0398614677431629,0.0619251119448256,0.0017314547536779715,-0.011055449812280543,-0.005738902599383204,0.0037583183687374157,-0.0008346359755554665,0.0006744616482893774,-0.0024866553771062372,0.002833379929531944,0.0014805723480624865,0.0010602686703444042,-0.00014464104817470054,0.00031730131804351376
1998,-0.897490892421204,-0.5816814278662922,0.2007245943292333,0.0551542222386405,-0.06844175879364274,-0.0990729546404608,-0.0010500866687584958,0.0031519927561484114,0.006854273859973588,-0.008511426334160266,0.0016642149470275627,-0.0017345464447139829,-0.002295964542925875,0.002087552419621932,0.001978844617463821,0.0004408588044031723,-0.00020844985793789936,-0.0003937043942533866
1999,-0.8793662894416112,-0.252214992370562,0.23009540010939153,-0.000524965730726884,-0.06334772152687537,0.07175975462627461,-0.006721014886091628,-0.008539554310051158,0.008707245130654136,0.002931444271457408,-0.0018804909808278407,0.0036439206002236704,0.002711532972738028,-0.0018319906495524896,0.001137823698882771,0.00016615862893008945,-0.00010883066049382069,-0.0001240418569005967
2000,-0.11718641864969954,-0.13417622538886778,0.006262452577363929,0.04276084026910294,-0.04043788568571246,0.08847327189397369,0.03329597586169265,-0.011296160845676669,0.016607134300831796,-0.008345170561341726,-0.0011679321133505824,-0.001897825732036246,0.00024921241041644124,0.0002897502333172938,0.00039909074475285753,-0.00038255110064880485,0.0001687449416966325,7.514132388338168e-05
2001,-0.21712258983168953,-0.07983044566134755,-0.08196671144273837,0.09741689201513154,0.010879984630133382,0.025992689032823518,-0.009755691840485902,-0.001503466078009233,0.012604156123643547,-0.013714939239092356,0.004513926427090798,-0.004429141611469273,0.0005121634838384806,-0.0010858181940927038,-0.0005062876473120842,-0.0007024754722984398,-0.00038613818067151145,-0.00013303355670624662
2002,-0.2523782048025454,-0.0008386811695366148,0.39675483397275224,-0.048176105980758,0.27445132565612784,0.024838953347913854,-0.003774907398490454,-0.021818070914318435,0.0022778091528793684,0.006039464562513483,0.007626164503601152,-0.0004299911130146274,7.165747838866281e-05,-0.0010542730677151112,-0.0009020437435814039,-0.00012126093349493848,5.793644145654682e-05,0.000116580010334564
2003,-1.140993552603837,0.06390195755064715,-0.08889075309189867,-0.02016180628898459,-0.05803806718087639,0.0066139237487531175,0.006484490956546652,-0.001357254497988143,-0.012339889154796703,-0.008584450240731838,0.005668004336952473,0.007182651939798869,-0.006334266414534288,-0.0010517586242895958,-0.0010051082777318236,8.437800278921921e-05,0.00010191038497289387,5.414739878686583e-06
2004,-0.49598934803890105,0.17774176816067172,-0.043195723992629165,-0.16877248896496108,-0.12010426057885959,-0.08808893986408863,0.014449825229595687,-0.009921975354049317,-0.0018117444056995973,-0.012849724832395675,0.008413799188492265,-0.0004835997957288974,-0.001870792831941449,-0.0003415942415353351,-0.0016798175178552265,0.00021716320140338787,-0.0002584129839043926,0.00024101588175036572
2005,0.29132109222400104,0.16068958795508625,-0.1632801717446793,-0.06271039104363144,-0.08813662881390895,0.14039981369731877,-0.01334513536703152,0.0062406463852233245,0.001910227734879471,0.001570198334242506,-0.004865575345568189,-0.004806787476904832,-0.004386353536625889,-0.0010688492768982766,-0.0003457323853926828,-0.0008963360902741551,-0.000489275456005073,0.0002401375925478111
2006,-0.5241737885652993,-0.08325354901698825,0.04412301893426625,-0.18043817542409005,0.02440976250598578,0.02510357055264969,-0.014592166353591498,0.004566631787710982,-0.0021937735393254294,-0.0006141756129452302,-0.013412629804857319,-0.006190344374542242,-0.00585450777210329,0.0021796078972621848,-0.0006616914424036843,0.00015349200393183506,-0.00012578179604521105,-7.725905793199907e-05
2007,-0.33289187459010045,-0.051868487293866894,0.01045235071987366,-0.09462123939241145,0.0064878109949650774,-0.11675924563838526,0.017413166783085552,0.00027112939172448407,-0.010948886166220913,-0.009534549315768989,-0.010850247977347686,-0.009604387445387809,0.009585255861180786,-0.000578952973487673,-9.037258849284646e-06,-0.0006411613652968389,0.00021946372492347987,0.00015311062410851517
2008,-0.8963744171453625,-0.22595209741674196,0.25019392453294487,-0.03825874770830753,-0.031352591024346475,0.01899033571479858,-0.004415842732793302,-0.002576067111384757,-0.0068639678080594825,0.012376936605878162,-0.006295897098265037,-0.010092245952699473,0.005671899577294145,0.002090521192287304,0.0005627746852033648,-0.0001112539063513607,0.00014910222326668376,0.00020223844601349974
2009,-0.8517662642709977,0.24799769946054642,0.1779860204652744,-0.08082143502371367,0.15256413255385082,0.07600984221671603,-0.021166809418893297,-0.004926474127394655,-0.0002836874536450479,-0.010014931119806725,-0.005732457750226813,-0.0024583780863922915,-0.0014564453151721234,-0.0012432317002216832,-2.6856714052344124e-05,-0.0006884384293797694,0.0003472198663062686,-0.0002750973890102831
2010,-0.9482950260971386,-0.13700303508038583,0.15905320375240328,0.06924078310543377,0.023400445565002932,0.10366004897980668,-0.006033997864723557,0.0025218332496401447,-0.012133404007769084,-0.00186821387170312,0.003252942412591312,-0.0016409783096025805,0.001173769807315663,-0.003187603320277374,0.00029066076993699023,0.00043174373767890717,0.00023333305548814306,-7.81622793572522e-05
2011,-0.06273241355205195,-0.5655735742425588,-0.2967042663548582,0.13824812997470964,0.14477753960219328,0.0049941834143283,-0.001347114521072355,-0.016944655308716774,-0.007904958544084717,0.009553986542882184,0.0019188982849660634,0.005888678216421538,-0.00514024293231702,-0.0005747491705912649,0.0006524592991192307,-0.0005129414997263747,0.00015353837826095884,-0.00013832485054581154
2012,0.024074804812948124,0.18853714941316135,0.019093666271848976,-0.0347431496357695,0.03202699494079058,-0.04545655258979045,-0.0014905413976649847,0.005149395709663226,0.0057460007051781375,0.015710659262328973,-0.002401100169738299,0.0015026985894432943,0.004169900980244025,0.0007828615541473962,0.0001452497446506346,-0.0009503145481714832,-0.00010257225448369707,0.0003353525134518462
2013,-0.13960598380259542,-0.1627445639046031,0.13714107732577074,-0.12211740265865545,-0.006302011740268874,0.09035548221980619,0.011846235867505168,0.016489999529455675,0.00033757637513096234,0.011204712548385816,-0.0017655560642067874,0.012898037501135462,0.0033620674594018,0.00041254994446004355,-0.0006089480778591082,0.00029844943249331417,-0.00035398975772685975,0.00014600453316222935
2014,-0.03792737189395326,-0.378272688039885,-0.14145761196270495,-0.27163600804930277,0.15611129903198603,0.03574270800923046,-0.013136004968621925,-0.006504801760815417,-0.010072345352610472,-0.003557155650952502,-0.00319758705639175,0.003765119827106534,0.0003617832117035358,0.0007594872710216833,0.0006043299760675121,-5.058842906318856e-05,-4.381457865960594e-05,-0.0002905051564402313
2015,-0.4638476152388544,0.6124786602454964,0.18095454861623514,0.06793915103035547,0.09899579838957975,0.0199029858085499,-0.015672814798701314,0.001986063361071949,0.0010772178696449469,-0.006947176215328631,0.002098506570542146,0.007431862927257992,-0.0016455321506470837,0.0017638410539101879,0.000492019518660701,0.0001461865811940454,0.00012320617569805859,0.00013722463391595925
