Year,rainfall_03,nino12_01,nino12_02,nino12_09,nino12_10,nino12_11,nino12_12,nino3_01,nino3_02,nino3_09,nino3_10,nino3_11,nino3_12,rainfall_01,rainfall_02,rainfall_09,rainfall_10,rainfall_11,rainfall_12,nino4_01,nino4_02,nino4_09,nino4_10,nino4_11,nino4_12,nino34_01,nino34_02,nino34_09,nino34_10,nino34_11,nino34_12,tsa_01,tsa_02,tsa_09,tsa_10,tsa_11,tsa_12
1967,123.74,-0.63,-0.29,-1.36,-1.43,-1.51,-1.56,-0.49,-0.23,-1.17,-1.11,-1.06,-1.05,21.93,-26.48,-66.51,-99.87,-38.88,-96.66,-0.54,-0.65,-0.32,-0.21,-0.19,-0.16,-0.47,-0.48,-0.72,-0.59,-0.51,-0.62,0.24,0.24,-0.38,-0.64,-0.42,-0.17
1968,321.54,-1.22,-0.96,0.47,-0.09,-0.14,0.23,-1.2,-1.39,0.07,0.13,0.22,0.53,2.53,-93.08,169.59,-73.57,95.02,-24.66,-0.25,-0.27,0.05,0.14,0.49,0.58,-0.79,-1.0,0.06,0.06,0.54,0.6,-0.09,-0.3,0.26,0.41,0.47,0.46
1969,75.34,0.17,-0.24,0.2,0.79,0.74,0.72,0.59,0.47,0.54,0.69,0.68,0.77,-21.97,-80.28,-46.91,-29.27,-58.38,-38.06,0.94,1.04,0.47,0.61,0.55,0.39,0.88,1.05,0.54,0.73,0.55,0.55,0.26,0.47,-0.12,-0.09,-0.09,-0.23
1970,71.64,0.56,-0.03,-1.25,-0.87,-0.98,-0.86,0.62,0.24,-1.14,-1.2,-1.27,-1.16,107.03,50.52,22.99,-12.27,8.82,-76.36,0.39,0.47,-0.64,-0.73,-0.73,-1.2,0.47,0.42,-0.98,-1.06,-1.04,-1.22,-0.4,-0.32,-0.25,-0.42,-0.22,-0.38
1971,41.14,-1.03,-1.17,-1.14,-1.08,-0.61,-0.87,-1.35,-1.4,-0.85,-1.15,-1.06,-1.31,8.13,91.92,-32.71,71.23,91.12,-125.46,-1.31,-1.02,-1.04,-0.9,-0.66,-0.45,-1.56,-1.36,-0.85,-1.0,-0.86,-1.08,-0.07,-0.04,-0.19,-0.41,-0.7,-0.83
1972,-147.56,-0.15,0.69,1.38,1.51,1.42,1.72,-0.58,-0.39,1.45,1.81,1.98,2.14,-81.97,106.02,-0.81,-16.87,-96.98,-50.66,-0.36,-0.08,0.4,0.58,0.72,0.8,-0.75,-0.37,1.29,1.68,1.92,1.96,-0.14,-0.12,0.2,0.26,0.42,0.85
1973,-19.96,1.33,0.41,-1.13,-1.06,-0.92,-0.85,1.7,0.9,-1.37,-1.52,-1.58,-1.53,-86.97,-0.98,12.89,70.73,137.92,1.14,0.84,0.67,-0.99,-1.29,-1.54,-1.71,1.68,1.22,-1.49,-1.78,-2.14,-2.03,0.73,0.66,0.72,0.64,0.52,0.36
1974,-63.76,-0.85,-0.8,-0.47,-0.9,-0.73,-1.1,-1.47,-1.09,-0.43,-0.76,-0.82,-0.78,33.43,-78.78,-4.81,-86.67,24.12,65.34,-1.63,-1.21,-0.72,-0.89,-0.87,-0.84,-1.81,-1.48,-0.44,-0.75,-0.88,-0.79,0.28,0.08,0.11,0.08,0.23,0.07
1975,84.84,-0.86,-0.71,-1.29,-1.61,-1.95,-1.65,-0.32,-0.64,-1.17,-1.37,-1.3,-1.62,49.83,83.02,-36.81,-56.07,-70.88,-6.16,-0.42,-0.24,-1.6,-1.69,-1.64,-1.59,-0.31,-0.53,-1.45,-1.61,-1.47,-1.73,-0.19,-0.25,-0.27,-0.21,-0.05,-0.38
1976,146.14,-0.88,-0.45,0.93,0.54,0.42,0.56,-1.63,-1.0,0.75,0.96,0.8,0.66,14.63,269.92,-43.71,11.93,-13.78,-43.46,-1.24,-0.86,-0.08,0.33,0.32,0.02,-1.74,-1.13,0.34,0.83,0.73,0.66,-0.47,-0.46,-0.35,-0.38,-0.47,-0.25
1977,20.84,0.51,-0.11,-0.76,-0.46,-0.3,-0.3,0.9,0.62,0.0,0.32,0.28,0.37,-82.97,-13.28,3.79,79.73,-86.08,7.54,0.12,0.06,0.48,0.45,0.46,0.58,0.85,0.52,0.39,0.65,0.62,0.76,-0.25,-0.06,0.0,-0.12,-0.1,-0.11
1978,92.84,0.04,-0.12,-0.63,-0.76,0.1,0.17,0.3,0.13,-0.59,-0.28,-0.15,0.07,15.73,-72.18,87.79,4.53,-125.08,-93.76,0.53,0.32,-0.25,-0.33,-0.15,-0.0,0.72,0.43,-0.57,-0.37,-0.24,-0.03,-0.25,-0.35,-0.38,-0.41,-0.45,-0.2
1979,-25.36,0.56,-0.14,0.38,0.51,0.19,0.05,-0.18,-0.15,0.71,0.58,0.61,0.55,78.53,-58.68,9.99,142.13,-20.88,49.04,0.21,0.14,0.11,0.16,0.37,0.33,-0.04,-0.11,0.45,0.25,0.44,0.58,-0.22,-0.3,0.26,0.02,0.04,-0.06
1980,-49.76,0.16,-0.04,-0.22,-0.19,-0.13,-0.27,0.61,0.25,-0.01,-0.23,0.04,0.16,-97.67,-163.38,-13.41,62.23,109.02,-71.36,0.45,0.44,0.03,0.19,0.15,0.09,0.63,0.4,-0.06,-0.1,0.03,0.21,-0.21,-0.4,0.08,-0.06,-0.27,-0.63
1981,-24.46,-1.13,-0.73,-0.31,-0.14,-0.08,0.09,-0.4,-0.61,-0.1,-0.02,-0.18,0.13,-14.37,-79.48,124.49,-43.47,166.32,-77.56,-0.02,-0.11,-0.2,-0.08,-0.03,0.04,-0.13,-0.42,-0.12,-0.14,-0.21,-0.04,-0.33,-0.53,0.17,0.32,0.24,0.06
1982,124.04,0.21,-0.25,1.53,1.89,2.92,3.15,0.43,0.19,1.82,2.29,2.51,2.86,58.43,-73.48,18.69,-65.47,-47.98,148.34,0.12,0.07,0.5,0.77,0.68,0.67,0.32,-0.01,1.54,2.0,2.02,2.27,-0.03,-0.26,-0.34,-0.14,-0.3,-0.21
1983,106.94,2.79,2.28,1.74,1.35,0.8,0.5,2.9,2.31,0.41,-0.19,-0.61,-0.45,-247.07,-168.18,25.99,84.73,-101.28,152.34,0.58,0.54,-0.33,-0.52,-0.6,-0.54,2.3,1.98,-0.27,-0.78,-0.92,-0.73,0.27,0.31,0.01,-0.11,0.04,0.35
1984,-87.86,-0.01,-0.44,0.15,-0.13,0.11,-0.08,-0.26,0.14,-0.21,-0.49,-0.78,-1.0,-11.67,65.32,62.29,12.13,-70.38,-71.66,-0.48,-0.4,-0.16,-0.36,-0.58,-0.6,-0.44,0.02,-0.22,-0.49,-1.02,-1.15,0.62,0.59,0.81,0.56,0.29,0.21
1985,-30.36,-0.46,-0.75,-0.74,-0.61,-0.42,-0.05,-0.92,-0.56,-0.69,-0.58,-0.52,-0.56,-9.97,42.42,-7.31,50.63,-33.88,171.64,-0.34,-0.46,-0.23,-0.06,-0.03,0.06,-0.85,-0.47,-0.51,-0.29,-0.17,-0.23,0.26,0.46,-0.01,0.24,0.22,0.25
1986,-6.86,0.2,0.13,0.52,0.41,0.49,0.74,-0.65,-0.3,0.37,0.59,0.8,0.91,-12.57,19.22,-2.11,103.53,151.02,27.14,0.02,-0.04,0.54,0.57,0.65,0.55,-0.4,-0.45,0.68,0.89,1.0,1.09,0.14,0.41,0.27,0.11,-0.19,-0.02
1987,-33.66,1.25,1.13,1.28,1.71,1.25,0.78,1.13,1.22,1.72,1.34,1.17,1.16,11.83,13.42,-8.61,-64.77,-42.48,-24.56,0.49,0.65,0.98,1.03,1.05,0.95,1.22,1.27,1.69,1.4,1.2,1.03,-0.04,0.02,0.29,0.39,0.61,0.35
1988,-45.66,0.44,-0.05,-0.9,-0.88,-0.64,-0.54,0.94,0.28,-0.88,-1.29,-1.37,-1.33,-9.97,270.32,37.39,0.43,56.12,192.34,0.83,0.61,-0.49,-1.26,-1.39,-1.36,0.98,0.41,-0.89,-1.66,-1.82,-1.72,0.57,0.6,0.27,0.34,0.12,0.15
1989,-59.06,-0.12,0.1,-0.45,-0.17,0.04,-0.12,-1.14,-0.74,-0.13,-0.23,-0.36,-0.23,12.33,141.32,63.19,74.53,155.62,0.34,-1.36,-1.17,-0.17,-0.15,-0.24,0.13,-1.71,-1.27,-0.19,-0.26,-0.34,0.01,0.35,0.17,0.18,0.25,-0.08,-0.29
1990,-12.06,-0.14,0.32,-0.48,-0.46,-0.26,-0.03,-0.08,0.2,0.27,0.07,-0.01,0.1,-45.37,-85.68,-50.41,-55.07,-53.88,-52.46,0.38,0.53,0.51,0.63,0.62,0.7,0.16,0.3,0.34,0.41,0.23,0.44,-0.4,0.07,-0.1,0.07,0.15,0.18
1991,-2.06,-0.1,0.09,0.73,0.83,0.84,0.96,0.27,0.12,0.47,0.77,1.05,1.28,-1.17,-51.88,-34.21,-31.67,-132.88,-81.86,0.74,0.67,0.68,0.91,0.89,0.91,0.6,0.48,0.66,1.04,1.32,1.69,0.06,-0.0,-0.39,-0.39,-0.36,-0.12
1992,36.54,0.74,0.99,0.42,0.38,0.2,0.19,1.41,1.25,0.1,-0.04,-0.11,-0.02,-43.17,-12.98,16.79,-23.67,-99.58,45.84,0.8,0.95,0.36,0.26,0.26,0.39,1.88,1.82,0.17,-0.0,0.02,0.15,-0.33,-0.32,-0.59,-0.55,-0.81,-0.4
1993,-81.96,0.27,0.54,0.42,0.69,0.52,0.38,0.13,0.55,0.36,0.36,0.2,0.26,156.83,341.72,-51.31,-11.27,85.52,31.54,0.58,0.35,0.52,0.27,0.38,0.4,0.35,0.54,0.5,0.36,0.23,0.33,-0.31,-0.19,0.41,0.66,0.73,0.46
1994,-51.76,0.23,0.05,-0.03,0.9,0.74,1.01,0.39,0.14,0.08,0.62,0.95,0.98,91.43,123.82,-10.61,-19.27,36.52,2.74,0.38,0.17,0.81,0.9,1.01,1.09,0.34,0.3,0.44,0.77,1.21,1.34,0.26,0.06,-0.18,-0.08,0.06,0.16
1995,-9.86,0.98,0.34,-0.15,-0.28,0.05,-0.48,0.95,0.6,-0.78,-0.7,-0.8,-0.76,6.33,-143.68,-0.81,-30.07,141.22,-59.26,0.96,0.95,-0.02,-0.09,-0.22,-0.25,1.16,0.88,-0.58,-0.71,-0.87,-0.78,0.34,0.55,-0.07,-0.08,0.1,-0.04
1996,26.84,-0.39,-0.11,-0.34,-0.37,-0.82,-0.86,-0.54,-0.47,-0.27,-0.34,-0.38,-0.75,291.63,-18.08,40.79,74.93,-7.78,-77.56,-0.2,-0.26,-0.0,-0.01,0.05,0.12,-0.65,-0.63,-0.19,-0.19,-0.24,-0.45,0.12,0.37,0.1,0.09,0.1,-0.1
1997,223.64,-0.47,0.28,3.89,3.78,4.18,4.26,-0.6,-0.49,2.76,3.09,3.26,3.26,-59.07,68.82,-32.71,-50.17,11.52,41.74,0.24,0.38,0.91,0.86,0.9,0.81,-0.36,-0.21,2.16,2.41,2.45,2.36,-0.28,-0.4,0.18,0.66,0.77,0.99
1998,-100.46,3.6,2.95,0.62,0.67,0.06,0.25,3.1,2.5,-0.65,-0.56,-0.44,-0.73,22.93,-103.98,42.39,-37.57,-17.18,-28.76,0.81,0.79,-0.45,-0.87,-1.03,-1.18,2.41,2.07,-0.97,-1.12,-1.09,-1.4,0.66,0.68,0.38,0.18,0.3,0.07
1999,-78.06,-0.23,-0.17,-0.79,-0.67,-1.07,-0.47,-0.83,-0.51,-0.82,-1.03,-1.23,-1.28,131.93,-14.88,25.59,21.23,32.72,-21.46,-1.29,-1.21,-0.49,-0.53,-0.82,-0.99,-1.39,-1.06,-0.81,-0.97,-1.32,-1.48,0.07,-0.01,0.21,0.25,0.31,0.32
2000,29.44,-0.61,-0.41,-0.06,-0.11,-0.74,-0.58,-1.34,-0.81,-0.25,-0.3,-0.46,-0.4,70.53,68.72,144.89,-63.87,-1.08,-27.46,-0.94,-1.09,-0.18,-0.3,-0.45,-0.62,-1.52,-1.28,-0.35,-0.59,-0.64,-0.72,0.15,0.33,-0.01,0.07,0.05,-0.05
2001,-94.46,-0.26,-0.16,-0.65,-0.76,-0.51,-0.64,-0.17,-0.01,-0.38,-0.28,-0.52,-0.48,68.73,-56.18,14.99,-82.97,-115.78,-6.76,-0.63,-0.55,0.61,0.55,0.38,0.29,-0.54,-0.39,0.02,0.03,-0.16,-0.32,0.1,0.11,0.08,0.17,0.14,-0.03
2002,-115.96,-0.22,0.47,0.25,0.67,1.05,0.83,-0.32,-0.13,0.93,1.06,1.32,1.27,101.13,-35.78,-13.11,105.03,-89.58,91.44,0.58,0.63,0.88,0.94,1.12,1.05,0.03,0.15,1.17,1.34,1.48,1.41,0.08,-0.12,-0.11,0.11,-0.09,0.31
2003,-102.06,0.21,0.13,-0.17,0.36,0.31,0.32,0.86,0.63,0.27,0.54,0.8,0.86,-173.87,65.22,-12.31,-14.17,-51.18,-129.86,0.8,0.82,0.58,0.72,0.7,0.68,0.92,0.85,0.41,0.59,0.54,0.5,0.5,0.51,0.46,0.5,0.53,0.52
2004,112.94,0.34,0.51,0.07,0.42,0.85,0.7,0.63,0.52,0.52,0.65,0.75,0.83,-100.07,-125.08,38.79,-45.07,-157.48,-79.76,0.68,0.59,0.99,1.01,1.02,1.09,0.43,0.36,0.96,0.9,0.83,0.86,0.35,0.16,0.3,0.11,0.22,0.39
2005,22.74,0.45,-0.39,-0.53,-0.83,-0.77,-0.43,0.61,0.25,0.07,-0.05,-0.73,-0.86,-113.97,55.82,-27.31,-35.87,40.82,72.04,1.11,0.88,0.46,0.45,0.15,-0.06,0.87,0.63,0.21,0.14,-0.32,-0.59,0.55,0.43,-0.12,-0.03,-0.09,-0.06
2006,-45.96,0.13,0.52,1.08,1.18,0.89,0.93,-0.54,0.06,0.96,1.13,1.3,1.32,-106.37,70.72,-40.41,-45.07,123.22,97.64,-0.23,-0.42,0.89,0.91,1.05,1.04,-0.61,-0.38,0.76,0.86,1.13,1.21,-0.02,0.17,0.24,0.2,0.06,0.28
2007,24.74,0.93,0.5,-0.55,-1.2,-1.39,-1.13,1.08,0.34,-0.88,-0.92,-1.04,-1.07,134.73,-137.98,-1.51,-82.57,55.42,106.14,0.87,0.7,-0.17,-0.34,-0.54,-0.61,0.92,0.39,-0.68,-0.93,-1.08,-1.11,0.18,0.15,0.24,0.08,0.08,0.16
2008,187.83,-0.1,0.57,0.8,0.34,0.08,0.14,-1.02,-0.81,0.45,0.37,0.11,-0.26,88.95,-37.79,11.5,14.04,67.06,224.0,-0.89,-1.13,-0.3,-0.26,-0.38,-0.46,-1.31,-1.29,-0.06,-0.13,-0.24,-0.62,0.13,0.3,0.25,0.24,0.29,0.37
2009,-132.67,0.3,-0.04,0.54,0.32,0.34,0.39,-0.25,-0.15,0.88,0.92,1.12,1.18,2.35,121.31,-40.3,-122.16,-81.44,28.3,-0.53,-0.44,0.95,1.21,1.33,1.3,-0.72,-0.52,0.81,1.09,1.45,1.55,0.39,0.29,0.16,0.42,0.28,0.66
2010,-158.77,0.34,0.47,-1.03,-0.97,-1.05,-0.52,1.07,1.0,-0.87,-0.89,-0.99,-0.88,-12.65,15.91,-17.9,-31.26,-73.14,56.0,1.22,1.0,-0.95,-1.03,-1.0,-0.95,1.45,1.3,-1.24,-1.21,-1.2,-1.23,0.73,0.62,0.2,0.4,0.38,0.37
2011,-41.87,0.25,0.41,-0.53,-0.47,-0.53,-0.72,-0.91,-0.46,-0.39,-0.69,-0.71,-0.57,-81.65,156.71,-3.0,135.54,59.06,-39.6,-0.85,-0.53,-0.46,-0.46,-0.58,-0.64,-1.28,-0.88,-0.61,-0.7,-0.8,-0.73,0.39,0.53,0.21,0.25,-0.07,-0.52
2012,-87.77,-0.28,0.44,0.68,0.08,-0.27,-0.36,-0.19,0.09,0.68,0.41,0.25,-0.28,56.75,-47.89,45.8,33.14,70.76,32.1,-0.57,-0.41,0.57,0.63,0.58,0.31,-0.59,-0.42,0.68,0.61,0.44,-0.15,-0.38,-0.57,-0.01,-0.0,0.01,0.14
2013,62.23,0.06,0.06,-0.35,-0.29,0.0,0.07,-0.46,-0.29,-0.14,0.05,0.03,0.08,6.15,5.51,76.5,44.84,98.46,-132.8,0.28,0.04,0.26,0.28,0.14,0.11,-0.37,-0.31,0.02,-0.0,-0.03,-0.08,0.33,0.19,0.0,0.01,-0.09,0.07
2014,162.53,0.3,-0.14,0.84,0.77,0.81,0.6,-0.14,-0.34,0.47,0.8,1.0,0.89,-55.15,-91.19,-43.9,42.74,-17.74,-60.3,-0.02,0.16,0.69,0.71,0.83,0.91,-0.4,-0.54,0.34,0.58,0.86,0.8,0.05,0.16,0.23,0.13,-0.34,-0.16
2015,8.53,0.27,-0.04,2.33,2.19,2.29,2.1,0.68,0.35,2.23,2.45,2.69,2.65,-4.75,-122.59,-28.7,-116.86,-123.04,-107.7,0.93,0.92,1.08,1.16,1.45,1.45,0.69,0.53,1.93,2.2,2.48,2.44,0.37,0.36,-0.07,0.25,0.35,0.66
