Year,rainfall_04,nino3_01,nino3_02,nino3_03,nino3_10,nino3_11,nino3_12,nino4_01,nino4_02,nino4_03,nino4_10,nino4_11,nino4_12,nino12_01,nino12_02,nino12_03,nino12_10,nino12_11,nino12_12,rainfall_01,rainfall_02,rainfall_03,rainfall_10,rainfall_11,rainfall_12,tsa_01,tsa_02,tsa_03,tsa_10,tsa_11,tsa_12,nino34_01,nino34_02,nino34_03,nino34_10,nino34_11,nino34_12
1950,-25.130120481927747,-1.7318181818181877,-1.2621212121212082,-0.5598484848484837,-0.5130303030302983,-0.8192424242424217,-0.8230303030303077,-0.9907575757575806,-1.237575757575765,-1.2707575757575815,-1.1368181818181746,-1.123636363636361,-1.073030303030297,-1.1100000000000063,-1.5460606060606104,-1.0136363636363654,-0.7463636363636291,-1.3859090909090952,-0.9353030303030324,44.23012048192778,-39.581927710843466,123.84457831325308,24.333734939759,-47.97951807228912,120.14337349397582,0.0163235294117647,0.08779411764705883,0.035294117647058795,-0.5748529411764707,-0.4770588235294118,-0.956029411764706,-1.612424242424254,-1.4445454545454517,-1.1081818181818228,-0.8142424242424227,-0.9525757575757544,-1.174090909090907
1951,104.86987951807224,-0.6118181818181867,-0.5121212121212082,-0.0498484848484857,0.8069696969697021,0.960757575757576,0.6569696969696928,-0.7807575757575798,-0.8975757575757619,-0.3307575757575805,-0.06681818181817434,0.1363636363636367,0.09696969696970116,-0.220000000000006,-0.8360606060606095,-0.7436363636363623,0.88363636363637,0.7340909090909022,0.15469696969696756,-4.669879518072207,-118.9819277108435,-0.2554216867469563,14.233734939758987,-32.77951807228911,-13.45662650602415,-1.043676470588235,-0.7622058823529412,-0.9547058823529412,-0.0048529411764705885,-0.09705882352941177,-0.036029411764705886,-1.1224242424242554,-0.924545454545452,-0.16818181818182154,0.4457575757575789,0.4674242424242436,0.2959090909090918
1952,140.86987951807225,0.3881818181818133,0.1678787878787915,0.2001515151515143,-0.3430303030303001,-0.6792424242424211,-0.3630303030303068,0.19924242424242067,0.052424242424237384,-0.03075757575758331,-0.39681818181817263,-0.15363636363636246,-0.08303030303029857,-0.010000000000008669,0.07393939393939064,0.006363636363637681,-0.1863636363636303,-0.4859090909090966,-0.055303030303033296,63.830120481927786,143.41807228915658,18.144578313253017,-36.56626506024101,2.920481927710881,156.54337349397585,-0.0036764705882353092,-0.07220588235294116,-0.1647058823529412,-0.1148529411764706,-0.017058823529411758,-0.1760294117647059,0.2375757575757476,0.15545454545454618,0.17181818181817832,-0.11424242424242335,-0.2625757575757568,-0.034090909090906514
1953,-108.53012048192778,0.2181818181818116,0.4478787878787927,0.4301515151515147,0.3169696969697,0.17075757575757675,0.2669696969696922,0.04924242424241854,-0.04757575757576405,-0.08075757575758047,0.15318181818182453,0.1863636363636374,0.3769696969697023,-0.1200000000000081,0.3639393939393898,0.8663636363636371,0.15363636363636954,0.10409090909090324,-0.3353030303030309,-60.169879518072214,144.91807228915658,-33.05542168674697,21.233734939759003,0.3204819277108868,-43.95662650602415,-0.2136764705882353,-0.3122058823529412,-0.0747058823529412,-0.0048529411764705885,-0.19705882352941176,-0.44602941176470573,0.4275757575757453,0.5454545454545467,0.4518181818181794,0.4757575757575765,0.3374242424242446,0.4759090909090915
1954,-74.23012048192777,0.05818181818181145,0.027878787878794498,-0.26984848484848456,-1.193030303030298,-0.9892424242424234,-1.183030303030307,0.3192424242424181,0.2324242424242371,-0.14075757575758274,-1.0868181818181741,-0.7036363636363632,-0.7130303030302976,-1.6900000000000084,-0.7960606060606104,-1.0736363636363642,-1.5463636363636295,-1.2159090909090968,-1.3453030303030324,32.23012048192777,-6.181927710843468,3.244578313253044,-16.26626506024101,79.6204819277109,-38.45662650602414,-0.4936764705882353,-0.5622058823529412,-0.6047058823529412,-0.1748529411764706,-0.13705882352941176,-0.2660294117647059,0.4675757575757444,0.4054545454545462,-0.14818181818182194,-0.9842424242424208,-0.7225757575757541,-0.9040909090909076
1955,-42.43012048192776,-0.6118181818181867,-0.5421212121212058,-0.6998484848484843,-2.0930303030303,-2.049242424242422,-1.8530303030303088,-0.4907575757575806,-0.6475757575757619,-0.5707575757575825,-1.236818181818176,-1.613636363636363,-1.193030303030298,-0.6200000000000081,-1.0060606060606077,-1.1436363636363645,-1.4163636363636307,-1.5259090909090958,-1.3453030303030324,-6.669879518072207,84.0180722891565,10.544578313253057,6.533734939758986,17.120481927710898,64.54337349397585,-0.4836764705882353,-0.6622058823529411,-0.5347058823529413,-0.3148529411764706,-0.21705882352941175,-0.6060294117647058,-0.642424242424255,-0.7845454545454515,-0.7881818181818225,-1.9842424242424208,-2.142575757575756,-1.794090909090908
1956,-36.03012048192778,-0.7518181818181873,-0.3921212121212072,-0.2898484848484841,-0.8530303030302981,-1.009242424242423,-1.0030303030303074,-1.1307575757575812,-1.007575757575765,-0.8107575757575809,-0.7568181818181756,-0.5236363636363635,-0.33303030303029857,-0.8700000000000081,-0.6760606060606094,-0.3436363636363637,-1.0963636363636304,-0.8859090909090952,-1.2853030303030335,-30.8698795180722,-58.48192771084348,-61.95542168674695,55.733734939758996,18.120481927710895,-11.156626506024168,-0.5636764705882353,-0.7522058823529412,-0.6547058823529411,-0.4748529411764706,-0.4470588235294117,-0.5260294117647059,-0.8324242424242527,-0.5845454545454523,-0.5681818181818201,-0.7942424242424231,-0.8625757575757547,-0.6940909090909066
1957,14.169879518072207,-0.6418181818181878,-0.2121212121212075,0.3001515151515157,0.7469696969697033,1.1507575757575772,1.3669696969696936,-0.16075757575757876,-0.07757575757576518,-0.0607575757575809,0.4831818181818264,0.4863636363636381,0.556969696969702,-1.620000000000008,0.02393939393938993,0.9263636363636358,0.9036363636363696,0.8640909090909048,0.6846969696969687,130.43012048192782,-79.28192771084345,-44.45542168674695,27.733734939759003,-76.47951807228911,-62.75662650602416,-0.4336764705882353,-0.17220588235294115,-0.1547058823529412,-0.4148529411764706,-0.2770588235294117,-0.1960294117647059,-0.43242424242425415,-0.17454545454545212,0.2418181818181786,0.7157575757575785,1.0774242424242428,1.2659090909090942
1958,36.66987951807221,1.3381818181818126,1.0378787878787925,0.5901515151515149,-0.12303030303029773,0.13075757575757765,-0.20303030303030667,0.9592424242424188,1.1224242424242377,0.9192424242424196,0.2931818181818251,0.2563636363636377,0.436969696969701,0.20999999999999372,0.5939393939393902,0.7763636363636373,0.20363636363637028,-0.04590909090909534,-0.20530303030303187,88.43012048192782,-95.08192771084349,-76.35542168674695,-22.366265060241002,-22.279518072289108,60.44337349397583,-0.3236764705882353,-0.3222058823529412,-0.6547058823529411,-0.5248529411764706,-0.40705882352941175,-0.05602941176470588,1.7075757575757464,1.5454545454545467,1.0218181818181795,0.11575757575757704,0.3874242424242453,0.24590909090909466
1959,-122.53012048192778,0.018181818181812304,0.017878787878792934,-0.13984848484848555,-0.33303030303029857,-0.43924242424242266,-0.393030303030308,0.4492424242424207,0.33242424242423496,0.16924242424241953,-0.16681818181817576,-0.3636363636363633,-0.323030303030297,-0.5800000000000091,-0.11606060606060707,0.4963636363636361,-0.046363636363629716,0.2840909090909029,-0.11530303030303203,-65.36987951807221,-51.781927710843455,-53.35542168674698,-100.86626506024099,42.42048192771088,-126.15662650602415,-0.023676470588235302,-0.012205882352941164,0.19529411764705884,-0.1648529411764706,-0.23705882352941174,-0.2660294117647059,0.5275757575757467,0.5154545454545456,0.2418181818181786,-0.36424242424242337,-0.4425757575757565,-0.3040909090909061
